3.602021363951553035e+00,3.601993712589008911e+00,3.601984495459320978e+00,3.601979886889545401e+00,3.601977121749281086e+00,3.601975278322458340e+00,3.601973961589020057e+00,3.601972974038957442e+00,3.601972205944472094e+00,3.601971591468852818e+00,3.601971088716108493e+00,3.601970669755469423e+00,3.601970315250324628e+00,3.601970011388747839e+00,3.601969748042054054e+00,3.601969517613730964e+00,3.601969314294583668e+00,3.601969133566472081e+00,3.601968971862371749e+00,3.601968826328679096e+00,3.601968694655345526e+00,3.601968574952313151e+00,3.601968465658223373e+00,3.601968365471976075e+00,3.601968273300654833e+00,3.601968188219421663e+00,3.601968109440478294e+00,3.601968036288632824e+00,3.601967968181740254e+00,3.601967904615279270e+00,3.601967845149919967e+00,3.601967789401101516e+00,3.601967737031037231e+00,3.601967687741547852e+00,3.601967641268593479e+00,3.601967597377490726e+00,3.601967555858895054e+00,3.601967516525442559e+00,3.601967479209116973e+00,3.601967443758620657e+00,3.601967410037377970e+00,3.601967377921919677e+00,3.601967347300215394e+00,3.601967318070399937e+00,3.601967290139703959e+00,3.601967263423363708e+00,3.601967237843910485e+00,3.601967213330268258e+00,3.601967189817137260e+00,3.601967167244565893e+00,3.601967145557199323e+00,3.601967124703957523e+00,3.601967104637628925e+00,3.601967085314505379e+00,3.601967066694020669e+00,3.601967048738567989e+00,3.601967031413125575e+00,3.601967014685108825e+00,3.601966998524166019e+00,3.601966982901910086e+00,3.601966967791847996e+00,3.601966953169216445e+00,3.601966939010785129e+00,3.601966925294808775e+00,3.601966912000862386e+00,3.601966899109771969e+00,3.601966886603512386e+00,3.601966874465032387e+00,3.601966862678405601e+00,3.601966851228556088e+00,3.601966840101235245e+00,3.601966829283020033e+00,3.601966818761157096e+00,3.601966808523697772e+00,3.601966798559224969e+00,3.601966788856977963e+00,3.601966779406743147e+00,3.601966770198812284e+00,3.601966761223995839e+00,3.601966752473551914e+00,3.601966743939555737e+00,3.601966735613355564e+00,3.601966727487729614e+00,3.601966719555603103e+00,3.601966711810120181e+00,3.601966704244757178e+00,3.601966696853311944e+00,3.601966689629870100e+00,3.601966682568743749e+00,3.601966675664491024e+00,3.601966668912028435e+00,3.601966662306336442e+00,3.601966655842709031e+00,3.601966649516600505e+00,3.601966643323686323e+00,3.601966637259771176e+00,3.601966631320897783e+00,3.601966625503237651e+00,3.601966619803078196e+00,3.601966614216933316e+00
6.466659157962217463e+00,3.602021363951282140e+00,3.602002929726846769e+00,3.601993712593150487e+00,3.601988182311329112e+00,3.601984495457654756e+00,3.601981861989798528e+00,3.601979886889589810e+00,3.601978350700556941e+00,3.601977121749319721e+00,3.601976116243799542e+00,3.601975278322491203e+00,3.601974569312175856e+00,3.601973961589044038e+00,3.601973434895676451e+00,3.601972974038988529e+00,3.601972567400704595e+00,3.601972205944487193e+00,3.601971882536281644e+00,3.601971591468859923e+00,3.601971328122183458e+00,3.601971088716111158e+00,3.601970870127956470e+00,3.601970669755482302e+00,3.601970485412787859e+00,3.601970315250324184e+00,3.601970157692484964e+00,3.601970011388750059e+00,3.601969875174957370e+00,3.601969748042058939e+00,3.601969629111315019e+00,3.601969517613726968e+00,3.601969412873572640e+00,3.601969314294577451e+00,3.601969221348711780e+00,3.601969133566475634e+00,3.601969050529220340e+00,3.601968971862365976e+00,3.601968897229697930e+00,3.601968826328682649e+00,3.601968758886243460e+00,3.601968694655345082e+00,3.601968633411904097e+00,3.601968574952306934e+00,3.601968519090865239e+00,3.601968465658223817e+00,3.601968414499277849e+00,3.601968365471983180e+00,3.601968318445797568e+00,3.601968273300657941e+00,3.601968229925908815e+00,3.601968188219413669e+00,3.601968148086741817e+00,3.601968109440469412e+00,3.601968072199531523e+00,3.601968036288627939e+00,3.601968001637737782e+00,3.601967968181738478e+00,3.601967935859791137e+00,3.601967904615279270e+00,3.601967874395179958e+00,3.601967845149905312e+00,3.601967816833059999e+00,3.601967789401104625e+00,3.601967762813231833e+00,3.601967737031031458e+00,3.601967712018439016e+00,3.601967687741554958e+00,3.601967664168313821e+00,3.601967641268598364e+00,3.601967619013951794e+00,3.601967597377476071e+00,3.601967576333817700e+00,3.601967555858879066e+00,3.601967535929923692e+00,3.601967516525431012e+00,3.601967497624961823e+00,3.601967479209124523e+00,3.601967461259458769e+00,3.601967443758599341e+00,3.601967426689825391e+00,3.601967410037373973e+00,3.601967393786194016e+00,3.601967377921916569e+00,3.601967362430927189e+00,3.601967347300190969e+00,3.601967332517312936e+00,3.601967318070397717e+00,3.601967303948132137e+00,3.601967290139697297e+00,3.601967276634727710e+00,3.601967263423353938e+00,3.601967250496104445e+00,3.601967237843899827e+00,3.601967225458027944e+00,3.601967213330243833e+00,3.601967201452477951e+00,3.601967189817127046e+00,3.601967178416834781e+00,3.601967167244570334e+00
9.357573306404141533e+00,5.034423171137050623e+00,3.602021363996875891e+00,3.602007538290539213e+00,3.601999242875397744e+00,3.601993712595087604e+00,3.601989762390283900e+00,3.601986799740180434e+00,3.601984495457041469e+00,3.601982652030540244e+00,3.601981143774162675e+00,3.601979886892244576e+00,3.601978823374411220e+00,3.601977911789696396e+00,3.601977121749624366e+00,3.601976430464567613e+00,3.601975820507172354e+00,3.601975278322823382e+00,3.601974793210509951e+00,3.601974356609439987e+00,3.601973961589115092e+00,3.601973602480007752e+00,3.601973274597751296e+00,3.601972974039048925e+00,3.601972697525029243e+00,3.601972442281317743e+00,3.601972205944543592e+00,3.601971986488974320e+00,3.601971782168274849e+00,3.601971591468942968e+00,3.601971413072789119e+00,3.601971245826398604e+00,3.601971088716179104e+00,3.601970940847724734e+00,3.601970801428886926e+00,3.601970669755537369e+00,3.601970545199670415e+00,3.601970427199380431e+00,3.601970315250392574e+00,3.601970208898837011e+00,3.601970107735160020e+00,3.601970011388807347e+00,3.601969919523715813e+00,3.601969831834264113e+00,3.601969748042133102e+00,3.601969667893131888e+00,3.601969591154750017e+00,3.601969517613783811e+00,3.601969447074501396e+00,3.601969379356781964e+00,3.601969314294648949e+00,3.601969251734915112e+00,3.601969191535943526e+00,3.601969133566535586e+00,3.601969077705123201e+00,3.601969023838755835e+00,3.601968971862431701e+00,3.601968921678411650e+00,3.601968873195526832e+00,3.601968826328748818e+00,3.601968780998561659e+00,3.601968737130674558e+00,3.601968694655398373e+00,3.601968653507475526e+00,3.601968613625642579e+00,3.601968574952346902e+00,3.601968537433490880e+00,3.601968501018121938e+00,3.601968465658285101e+00,3.601968431308709473e+00,3.601968397926749166e+00,3.601968365472040468e+00,3.601968333906504505e+00,3.601968303194106102e+00,3.601968273300693468e+00,3.601968244193960000e+00,3.601968215843252441e+00,3.601968188219454525e+00,3.601968161295028725e+00,3.601968135043679631e+00,3.601968109440528476e+00,3.601968084461853348e+00,3.601968060085051437e+00,3.601968036288665687e+00,3.601968013052194273e+00,3.601967990356123472e+00,3.601967968181772672e+00,3.601967946511398733e+00,3.601967925327987263e+00,3.601967904615327676e+00,3.601967884357884397e+00,3.601967864540830622e+00,3.601967845149964820e+00,3.601967826171637022e+00,3.601967807592872717e+00,3.601967789401141484e+00,3.601967771584543065e+00,3.601967754131519150e+00,3.601967737031085637e+00,3.601967720272646556e+00
1.226689134688018790e+01,6.480035745816884685e+00,4.557011992943942325e+00,3.602021363951501964e+00,3.602010303432221061e+00,3.602002929726770830e+00,3.601997662790360710e+00,3.601993712590154217e+00,3.601990640213140527e+00,3.601988182310988940e+00,3.601986171301867490e+00,3.601984495459111368e+00,3.601983077436036851e+00,3.601981861991025990e+00,3.601980808605625306e+00,3.601979886889761229e+00,3.601979073611326410e+00,3.601978350699116316e+00,3.601977703882806914e+00,3.601977121748073607e+00,3.601976595054736219e+00,3.601976116242607162e+00,3.601975679066162339e+00,3.601975278321307705e+00,3.601974909636040501e+00,3.601974569312529795e+00,3.601974254196850023e+00,3.601973961589413076e+00,3.601973689161789949e+00,3.601973434896046378e+00,3.601973197034523455e+00,3.601972974039363340e+00,3.601972764559041806e+00,3.601972567401074077e+00,3.601972381509328081e+00,3.601972205944864669e+00,3.601972039870372289e+00,3.601971882536655567e+00,3.601971733271326137e+00,3.601971591469263601e+00,3.601971456584379006e+00,3.601971328122571592e+00,3.601971205635751794e+00,3.601971088716506397e+00,3.601970976993658091e+00,3.601970870128368141e+00,3.601970767810480645e+00,3.601970669755867771e+00,3.601970575703483668e+00,3.601970485413191980e+00,3.601970398663704387e+00,3.601970315250729193e+00,3.601970234985405916e+00,3.601970157692884200e+00,3.601970083210995544e+00,3.601970011389160398e+00,3.601969942087390297e+00,3.601969875175373481e+00,3.601969810531535643e+00,3.601969748042466168e+00,3.601969687602282644e+00,3.601969629111716475e+00,3.601969572478034287e+00,3.601969517614138638e+00,3.601969464438373514e+00,3.601969412873971876e+00,3.601969362848823852e+00,3.601969314295002000e+00,3.601969267148541043e+00,3.601969221349120343e+00,3.601969176839796560e+00,3.601969133566890857e+00,3.601969091479515939e+00,3.601969050529645333e+00,3.601969010671767890e+00,3.601968971862779423e+00,3.601968934061843264e+00,3.601968897230110489e+00,3.601968861330882010e+00,3.601968826329100537e+00,3.601968792191565960e+00,3.601968758886663124e+00,3.601968726384269015e+00,3.601968694655775405e+00,3.601968663673769555e+00,3.601968633412336196e+00,3.601968603846569916e+00,3.601968574952716828e+00,3.601968546708177232e+00,3.601968519091291565e+00,3.601968492081378592e+00,3.601968465658636820e+00,3.601968439804114297e+00,3.601968414499698845e+00,3.601968389728008368e+00,3.601968365472406841e+00,3.601968341716909272e+00,3.601968318446210127e+00,3.601968295645622486e+00,3.601968273301066059e+00
1.519188358042516285e+01,7.934907423172546714e+00,5.520859542189972657e+00,4.318306608761844245e+00,3.602021363951184441e+00,3.602012146858185826e+00,3.602005563190449511e+00,3.602000625440512582e+00,3.601996784973060972e+00,3.601993712590021435e+00,3.601991198828444318e+00,3.601989104024884369e+00,3.601987331497879641e+00,3.601985812190500624e+00,3.601984495459258362e+00,3.601983343314924202e+00,3.601982326719222804e+00,3.601981423080658828e+00,3.601980614560150062e+00,3.601979886889625337e+00,3.601979228523133791e+00,3.601978630007947935e+00,3.601978083537299202e+00,3.601977582606110673e+00,3.601977121749353472e+00,3.601976696343109907e+00,3.601976302448696377e+00,3.601975936689680857e+00,3.601975596154940451e+00,3.601975278322814944e+00,3.601974980997725950e+00,3.601974702253696314e+00,3.601974440399783983e+00,3.601974193954172954e+00,3.601973961591878659e+00,3.601973742133230516e+00,3.601973534539681499e+00,3.601973337872433234e+00,3.601973151290772890e+00,3.601972974038214037e+00,3.601972805437669400e+00,3.601972644857455830e+00,3.601972491747227334e+00,3.601972345598226877e+00,3.601972205944925509e+00,3.601972072363214483e+00,3.601971944465877318e+00,3.601971821897585802e+00,3.601971704331825563e+00,3.601971591470399581e+00,3.601971483032210042e+00,3.601971378766092524e+00,3.601971278434484613e+00,3.601971181818867773e+00,3.601971088716562353e+00,3.601970998939322044e+00,3.601970912312157491e+00,3.601970828670679303e+00,3.601970747865289368e+00,3.601970669760209631e+00,3.601970594203766751e+00,3.601970521090713362e+00,3.601970450298743742e+00,3.601970381718972991e+00,3.601970315249263699e+00,3.601970250793776085e+00,3.601970188262351602e+00,3.601970127570102598e+00,3.601970068637023736e+00,3.601970011387732651e+00,3.601969955751137764e+00,3.601969901659970663e+00,3.601969849050776329e+00,3.601969797863444622e+00,3.601969748041103703e+00,3.601969699529896207e+00,3.601969652278695921e+00,3.601969606239078026e+00,3.601969561365005568e+00,3.601969517612798821e+00,3.601969474940877713e+00,3.601969433309761826e+00,3.601969392681781734e+00,3.601969353021144293e+00,3.601969314293688829e+00,3.601969276466880476e+00,3.601969239509644982e+00,3.601969203392370478e+00,3.601969168086698314e+00,3.601969133565613213e+00,3.601969099803216778e+00,3.601969066774779016e+00,3.601969034456669050e+00,3.601969002826139743e+00,3.601968971861521318e+00,3.601968941542010416e+00,3.601968911847632349e+00,3.601968882759278401e+00,3.601968854258557950e+00,3.601968826327856199e+00
1.813102291290452683e+01,9.397666581788792328e+00,6.490917162674580076e+00,5.041273108286329574e+00,4.175084566791465335e+00,3.602021363997101933e+00,3.602013463594310849e+00,3.602007538292536726e+00,3.602002929723956637e+00,3.601999242873420215e+00,3.601996226354815978e+00,3.601993712590174646e+00,3.601991585559320974e+00,3.601989762389996130e+00,3.601988182310251307e+00,3.601986799741595302e+00,3.601985579827455819e+00,3.601984495459199298e+00,3.601983525232254291e+00,3.601982652030067289e+00,3.601981861990006806e+00,3.601981143771759708e+00,3.601980488007268999e+00,3.601979886889842497e+00,3.601979333861796473e+00,3.601978823374374805e+00,3.601978350700561826e+00,3.601977911789410847e+00,3.601977503148011461e+00,3.601977121749341926e+00,3.601976764957061317e+00,3.601976430464289169e+00,3.601976116243820858e+00,3.601975820506936543e+00,3.601975541669282244e+00,3.601975278322573359e+00,3.601975029210843449e+00,3.601974793210284354e+00,3.601974569312272667e+00,3.601974356609199290e+00,3.601974154281851970e+00,3.601973961589154616e+00,3.601973777858912928e+00,3.601973602480048164e+00,3.601973434895804349e+00,3.601973274597802810e+00,3.601973121121030630e+00,3.601972974039115982e+00,3.601972832960532500e+00,3.601972697525070988e+00,3.601972567401076741e+00,3.601972442280633402e+00,3.601972321882666694e+00,3.601972205944152350e+00,3.601972094221288057e+00,3.601971986493635924e+00,3.601971882540978775e+00,3.601971782168597702e+00,3.601971685201479811e+00,3.601971591468073441e+00,3.601971500807899851e+00,3.601971413072076356e+00,3.601971328120711746e+00,3.601971245824804324e+00,3.601971166067423624e+00,3.601971088720849146e+00,3.601971013683140210e+00,3.601970940847833536e+00,3.601970870128132329e+00,3.601970801428977964e+00,3.601970734665030260e+00,3.601970669755625298e+00,3.601970606624573801e+00,3.601970545200035012e+00,3.601970485413213297e+00,3.601970427199754354e+00,3.601970370498311702e+00,3.601970315250756727e+00,3.601970261401877593e+00,3.601970208899202497e+00,3.601970157692919727e+00,3.601970107735535720e+00,3.601970058981964318e+00,3.601970011389179938e+00,3.601969964916252209e+00,3.601969919524075969e+00,3.601969875175400126e+00,3.601969831834627378e+00,3.601969789467832417e+00,3.601969748042495478e+00,3.601969707527635123e+00,3.601969667893524019e+00,3.601969629111764881e+00,3.601969591155136374e+00,3.601969553997593998e+00,3.601969517614179050e+00,3.601969481980908494e+00,3.601969447074890418e+00,3.601969412873998522e+00,3.601969379357162548e+00
2.108331240696476527e+01,1.086754786481016311e+01,7.466269225702589551e+00,5.768926023846827178e+00,4.753522828285259294e+00,4.079602969618034258e+00,3.602021363951912303e+00,3.602014451141463791e+00,3.602009074479474826e+00,3.602004773149758421e+00,3.602001253881549570e+00,3.601998321157121374e+00,3.601995839624051676e+00,3.601993712593161145e+00,3.601991869163261306e+00,3.601990256166433202e+00,3.601988832934062579e+00,3.601987567835888360e+00,3.601986435905591311e+00,3.601985417169498938e+00,3.601984495456225233e+00,3.601983657535015926e+00,3.601982892476484732e+00,3.601982191172839798e+00,3.601981545973697685e+00,3.601980950405031301e+00,3.601980398952588036e+00,3.601979886889575155e+00,3.601979410141266325e+00,3.601978965176170444e+00,3.601978548918509659e+00,3.601978158676949704e+00,3.601977792085738983e+00,3.601977447060170867e+00,3.601977121749557753e+00,3.601976814510869485e+00,3.601976523881458725e+00,3.601976248547455572e+00,3.601975987333124962e+00,3.601975739179520186e+00,3.601975503130973699e+00,3.601975278322832263e+00,3.601975063970892510e+00,3.601974859362207848e+00,3.601974663847251623e+00,3.601974476832941807e+00,3.601974297776674216e+00,3.601974126181103131e+00,3.601973961589406859e+00,3.601973803581418831e+00,3.601973651769798224e+00,3.601973505797095854e+00,3.601973365332780119e+00,3.601973230070851351e+00,3.601973099727552086e+00,3.601972974039370001e+00,3.601972852761273547e+00,3.601972735665213587e+00,3.601972622538485158e+00,3.601972513182667868e+00,3.601972407412284305e+00,3.601972305053828372e+00,3.601972205944874883e+00,3.601972109933048838e+00,3.601972016875456983e+00,3.601971926637792087e+00,3.601971839093783156e+00,3.601971754124583036e+00,3.601971671618275028e+00,3.601971591469272482e+00,3.601971513577995054e+00,3.601971437850383317e+00,3.601971364197490200e+00,3.601971292535197655e+00,3.601971222783926230e+00,3.601971154868216729e+00,3.601971088716535263e+00,3.601971024261046761e+00,3.601970961437342300e+00,3.601970900184244151e+00,3.601970840443559307e+00,3.601970782159967577e+00,3.601970725280787988e+00,3.601970669755886423e+00,3.601970615537459786e+00,3.601970562579923207e+00,3.601970510839785700e+00,3.601970460275581765e+00,3.601970410847628035e+00,3.601970362518097435e+00,3.601970315250739851e+00,3.601970269010930981e+00,3.601970223765554202e+00,3.601970179482823387e+00,3.601970136132347289e+00,3.601970093685026519e+00,3.601970052112896781e+00,3.601970011389182158e+00,3.601969971488168110e+00,3.601969932385173934e+00
2.404804657830650072e+01,1.234404963242099740e+01,8.446400746765176493e+00,6.500575883000559330e+00,5.335734418221657727e+00,4.561690249896695803e+00,4.011402508524427368e+00,3.602021363999328152e+00,3.602015219235970900e+00,3.602010303431453231e+00,3.602006281408852484e+00,3.602002929723976621e+00,3.602000093682860449e+00,3.601997662793370747e+00,3.601995556019919942e+00,3.601993712593168695e+00,3.601992086039058183e+00,3.601990640214050909e+00,3.601989346581407236e+00,3.601988182309936448e+00,3.601987128926110948e+00,3.601986171300853634e+00,3.601985296948463144e+00,3.601984495456589830e+00,3.601983758088572518e+00,3.601983077434852909e+00,3.601982447204750581e+00,3.601981861992341827e+00,3.601981317133978955e+00,3.601980808604460460e+00,3.601980332879754609e+00,3.601979886890675164e+00,3.601979467929189216e+00,3.601979073613027271e+00,3.601978701829483320e+00,3.601978350700565379e+00,3.601978018551603267e+00,3.601977703884453597e+00,3.601977405351903805e+00,3.601977121748016764e+00,3.601976851979916017e+00,3.601976595060592423e+00,3.601976350080912770e+00,3.601976116242165293e+00,3.601975892799968992e+00,3.601975679065918534e+00,3.601975474431505120e+00,3.601975278322312679e+00,3.601975090217738096e+00,3.601974909637103650e+00,3.601974736138140010e+00,3.601974569314764452e+00,3.601974408784236914e+00,3.601974254199154846e+00,3.601974105232688572e+00,3.601973961589145734e+00,3.601973822985642393e+00,3.601973689161554582e+00,3.601973559873884678e+00,3.601973434895789694e+00,3.601973314015356920e+00,3.601973197034280094e+00,3.601973083766894401e+00,3.601972974039091557e+00,3.601972867687572410e+00,3.601972764558787343e+00,3.601972664508479749e+00,3.601972567400824055e+00,3.601972473107895478e+00,3.601972381509070953e+00,3.601972292490466021e+00,3.601972205944618644e+00,3.601972121769863922e+00,3.601972039870110720e+00,3.601971960154355390e+00,3.601971882536405101e+00,3.601971806934477716e+00,3.601971733271076559e+00,3.601971661472555208e+00,3.601971591468998035e+00,3.601971523193946201e+00,3.601971456584126319e+00,3.601971391579366966e+00,3.601971328122327343e+00,3.601971266158407570e+00,3.601971205635504436e+00,3.601971146503929244e+00,3.601971088716265257e+00,3.601971032227185621e+00,3.601970976993410734e+00,3.601970922973601219e+00,3.601970870128099911e+00,3.601970818419087728e+00,3.601970767810223517e+00,3.601970718266854998e+00,3.601970669755622634e+00,3.601970622244635933e+00,3.601970575703234978e+00,3.601970530102089452e+00,3.601970485412936629e+00
2.702470301544271081e+01,1.382681918043416580e+01,9.430977141932276098e+00,7.235835973353767159e+00,5.921165119864751247e+00,5.046943066386403665e+00,4.424668872076352955e+00,3.960252509171809265e+00,3.602021363999391212e+00,3.602015833712783444e+00,3.602011308936942324e+00,3.602007538290662225e+00,3.602004347744551804e+00,3.602001612993578128e+00,3.601999242873440199e+00,3.601997169018369416e+00,3.601995339146211617e+00,3.601993712593167363e+00,3.601992257256259489e+00,3.601990947453016290e+00,3.601989762392936445e+00,3.601988685065601548e+00,3.601987701418871701e+00,3.601986799742738388e+00,3.601985970198098297e+00,3.601985204466948698e+00,3.601984495456646229e+00,3.601983837089904217e+00,3.601983224127780048e+00,3.601982652029790177e+00,3.601982116841383252e+00,3.601981615102203271e+00,3.601981143771499916e+00,3.601980700166109273e+00,3.601980281909601622e+00,3.601979886889575599e+00,3.601979513221980067e+00,3.601979159221097682e+00,3.601978823374345495e+00,3.601978504319702346e+00,3.601978200828008347e+00,3.601977911794010279e+00,3.601977636193961274e+00,3.601977373125971216e+00,3.601977121749021737e+00,3.601976881302253908e+00,3.601976651087224646e+00,3.601976430464626677e+00,3.601976218846488109e+00,3.601976015693301836e+00,3.601975820506967185e+00,3.601975632826148299e+00,3.601975452230982810e+00,3.601975278322736784e+00,3.601975110738467212e+00,3.601974949139354454e+00,3.601974793210420245e+00,3.601974642658217540e+00,3.601974497209813997e+00,3.601974356609204175e+00,3.601974220618720413e+00,3.601974089015064440e+00,3.601973961589536533e+00,3.601973838145219542e+00,3.601973718499771326e+00,3.601973602479952241e+00,3.601973489923357530e+00,3.601973380677234715e+00,3.601973274597607411e+00,3.601973171549127439e+00,3.601973071403200777e+00,3.601972974039340691e+00,3.601972879342770106e+00,3.601972787205565130e+00,3.601972697525324563e+00,3.601972610205116165e+00,3.601972525152959292e+00,3.601972442281610398e+00,3.601972361508313902e+00,3.601972282754315913e+00,3.601972205944868666e+00,3.601972131008823297e+00,3.601972057878465971e+00,3.601971986488849975e+00,3.601971916780093430e+00,3.601971848691797540e+00,3.601971782168628788e+00,3.601971717157539388e+00,3.601971653606911072e+00,3.601971591469220968e+00,3.601971530696896018e+00,3.601971471245728917e+00,3.601971413073054240e+00,3.601971356138119695e+00,3.601971300401788145e+00,3.601971245826643298e+00,3.601971192376768549e+00,3.601971140017704354e+00,3.601971088716403813e+00,3.601971038441112327e+00
3.001288090120935692e+01,1.531559451749794221e+01,1.041976324930592135e+01,7.974453606619730905e+00,6.509504338432662962e+00,5.534895957258885169e+00,4.840665541675201133e+00,4.321903605987145625e+00,3.920469864049575648e+00,3.602021363999425851e+00,3.602016336468952584e+00,3.602012146859002950e+00,3.602008601807590971e+00,3.602005563190726622e+00,3.602002929726972891e+00,3.602000625443529280e+00,3.601998592252248166e+00,3.601996784971103871e+00,3.601995167930085895e+00,3.601993712593168251e+00,3.601992395859756169e+00,3.601991198829377794e+00,3.601990105888607907e+00,3.601989104026223742e+00,3.601988182312828801e+00,3.601987331500448697e+00,3.601986543708670219e+00,3.601985812190079184e+00,3.601985131121063333e+00,3.601984495456639124e+00,3.601983900802803173e+00,3.601983343314867803e+00,3.601982819614060638e+00,3.601982326719194383e+00,3.601981861989743017e+00,3.601981423078602251e+00,3.601981007892362641e+00,3.601980614558085936e+00,3.601980241394761251e+00,3.601979886889590254e+00,3.601979549677365000e+00,3.601979228522707466e+00,3.601978922305641095e+00,3.601978630007512727e+00,3.601978350700434373e+00,3.601978083537126896e+00,3.601977827742461447e+00,3.601977582605932149e+00,3.601977347474969005e+00,3.601977121749249999e+00,3.601976904875507035e+00,3.601976696343091700e+00,3.601976495679789725e+00,3.601976302448473444e+00,3.601976116243760462e+00,3.601975936689207458e+00,3.601975763434793532e+00,3.601975596154699755e+00,3.601975434545090060e+00,3.601975278322492091e+00,3.601975127221940021e+00,3.601974980995594766e+00,3.601974839411381968e+00,3.601974702251619309e+00,3.601974569312192287e+00,3.601974440401248145e+00,3.601974315338377863e+00,3.601974193953813685e+00,3.601974076087659515e+00,3.601973961588117223e+00,3.601973850314874603e+00,3.601973742132568379e+00,3.601973636914145072e+00,3.601973534539458122e+00,3.601973434894785164e+00,3.601973337872336867e+00,3.601973243369927413e+00,3.601973151290666308e+00,3.601973061542536048e+00,3.601972974038120778e+00,3.601972888694298103e+00,3.601972805432028579e+00,3.601972724176051521e+00,3.601972644854785077e+00,3.601972567399868819e+00,3.601972491746250338e+00,3.601972417831783790e+00,3.601972345597197922e+00,3.601972274985865585e+00,3.601972205943669625e+00,3.601972138418886082e+00,3.601972072362003896e+00,3.601972007725747549e+00,3.601971944464685826e+00,3.601971882535480063e+00,3.601971821896424064e+00,3.601971762507674590e+00,3.601971704330954704e+00,3.601971647329525794e+00,3.601971591468088540e+00
